ID,"Class"
750,Blankenship
751,Hayes
752,Riley
753,Mark
754,Engineer
755,Hayes
756,Morrison
757,Harp
758,Shea
759,Chandler
760,Chachra
761,Engineer
762,Chell
763,Hayes
764,Hayes
765,Nigam
766,Chell
767,Mahlers2nd
768,Walters
769,Brown
770,Hayes
771,Auken
772,Hayes
773,Dent
774,Lee
775,McKee
776,Lee
777,Lee
778,Cholette
779,Corn
780,Cholette
781,Corn
782,Lee
783,CFH
784,Hayes
785,Engineer
786,Corn
787,Kolln
788,Shea
789,Cutey
790,Riley
791,Grove
792,Johnson
793,Auken
794,CFH
795,Taylor
796,Mahlers2nd
797,Comdet
798,Chell
799,Lee
800,Auken
801,CFH
802,Auken
803,Robert
804,Lee
805,Lawyeraau
806,Mahlers2nd
807,Riley
808,Brown
809,Engineer
810,Cholette
811,Riley
812,Lee
813,Sherwin
814,Chell
815,Nigam
816,Chell
817,Kolln
818,Dent
819,Taylor
820,Nigam
821,Kolln
822,Mahlers2nd
823,Blankenship
824,McKee
825,Chell
826,Taylor
827,Dent
828,Hayes
829,Brody
830,Riley
831,Kolln
832,Chell
833,Chell
834,Comdet
835,Harp
836,Lee
837,Hayes
838,Riley
839,Lee
840,Chell
841,Lee
842,Lawyeraau
843,Wilson
844,Comdet
845,Chell
846,Comdet
847,Peterson
848,Auken
849,Riley
850,Brown
851,Kolln
852,Riley
853,Messick
854,Chandler
855,Hayes
856,Chell
857,Brown
858,Dent
859,Riley
860,Merritt
861,Chell
862,Walters
863,Lovitt
864,Chell
865,Vernon
866,Brody
867,Neal
868,Messick
869,Dent
870,McKee
871,Taylor
872,Bukowsky
873,Dent
874,Messick
875,Nigam
876,Peterson
877,Wilson
878,Johnson
879,Lawyeraau
880,Dent
881,Vernon
882,Chell
883,Auken
884,Chell
885,Johnson
886,Mark
887,Neal
888,Chell
889,Walters
890,Grove
891,Messick
892,Taylor
893,Calvinnme
894,Lee
895,Kolln
896,Riley
897,Merritt
898,Nigam
899,Auken
900,Wilson
901,Goonan
902,McKee
903,Corn
904,Chell
905,Harp
906,Mahlers2nd
907,Comdet
908,Engineer
909,Brown
910,Corn
911,McKee
912,Mark
913,Brown
914,Hayes
915,Chell
916,Hayes
917,CFH
918,Johnson
919,Goonan
920,Brown
921,Lee
922,Brown
923,Mahlers2nd
924,Kolln
925,Messick
926,Kolln
927,Chell
928,Brody
929,Chell
930,Johnson
931,Auken
932,Chell
933,Lee
934,Koenig
935,Blankenship
936,Auken
937,Kolln
938,Vision
939,Mahlers2nd
940,Chell
941,Nigam
942,Walters
943,Brown
944,Wilson
945,Wilson
946,Chandler
947,Johnson
948,Walters
949,Davisson
950,Wilson
951,Brown
952,Nigam
953,Chandler
954,Taylor
955,Lee
956,Blankenship
957,Chell
958,Chell
959,Brody
960,Dent
961,Wilson
962,Taylor
963,Lovitt
964,Corn
965,Robert
966,Dent
967,Bukowsky
968,Koenig
969,Kolln
970,Wilson
971,McKee
972,Chell
973,Brown
974,Lee
975,Bukowsky
976,Peterson
977,Blankenship
978,Kolln
979,Janson
980,Messick
981,Lee
982,CFH
983,Mahlers2nd
984,Messick
985,Chandler
986,Hayes
987,Lawyeraau
988,Mitchell
989,Power
990,Robert
991,Auken
992,Dent
993,Peterson
994,Lee
995,Hayes
996,Lawyeraau
997,Corn
998,Nigam
999,CFH
1000,Taylor
1001,Chell
1002,Wilson
1003,Cutey
1004,Kolln
1005,Chell
1006,Hayes
1007,Mark
1008,Mahlers2nd
1009,Johnson
1010,Chell
1011,Chachra
1012,Engineer
1013,Lawyeraau
1014,Nigam
1015,Davisson
1016,Kolln
1017,Brody
1018,Hayes
1019,CFH
1020,McKee
1021,Lee
1022,Blankenship
1023,CFH
1024,Brody
1025,Auken
1026,Chell
1027,Lovitt
1028,Chell
1029,Dent
1030,Davisson
1031,Johnson
1032,Mahlers2nd
1033,Chell
1034,McKee
1035,Morrison
1036,Chell
1037,Sherwin
1038,Nigam
1039,Wilson
1040,Lawyeraau
1041,Riley
1042,Auken
1043,Engineer
1044,Engineer
1045,Hayes
1046,Comdet
1047,Morrison
1048,Lawyeraau
1049,Neal
1050,Goonan
1051,CFH
1052,Kolln
1053,Corn
1054,Power
1055,McKee
1056,Engineer
1057,Kolln
1058,Harp
1059,Johnson
1060,McKee
1061,Harp
1062,Dent
1063,Chell
1064,Kolln
1065,Corn
1066,Morrison
1067,Dent
1068,Vision
1069,Mahlers2nd
1070,Kolln
1071,Chell
1072,Dent
1073,Koenig
1074,Lee
1075,Engineer
1076,Chachra
1077,Grove
1078,Calvinnme
1079,Hayes
1080,Lee
1081,Kolln
1082,Riley
1083,Vernon
1084,Neal
1085,Vernon
1086,Chandler
1087,Peterson
1088,Harp
1089,Chachra
1090,Lee
1091,Agresti
1092,Kolln
1093,Mahlers2nd
1094,Auken
1095,Lawyeraau
1096,Peterson
1097,Chell
1098,Walters
1099,Brody
1100,Chell
1101,Chell
1102,Comdet
1103,Mark
1104,Davisson
1105,Hayes
1106,Lee
1107,Lee
1108,Johnson
1109,Walters
1110,Dent
1111,Lee
1112,Brown
1113,Chell
1114,Hayes
1115,Neal
1116,Brown
1117,Calvinnme
1118,Janson
1119,Sherwin
1120,Hayes
1121,Kolln
1122,Auken
1123,Johnson
1124,Chachra
1125,Grove
1126,Lee
1127,McKee
1128,Taylor
1129,Lee
1130,Bukowsky
1131,Bukowsky
1132,Mahlers2nd
1133,Power
1134,CFH
1135,Comdet
1136,Brody
1137,Auken
1138,Koenig
1139,Chell
1140,Grove
1141,Hayes
1142,Corn
1143,Mark
1144,Chell
1145,Kolln
1146,Brown
1147,Auken
1148,Chell
1149,Hayes
1150,Merritt
1151,Blankenship
1152,Johnson
1153,Peterson
1154,Johnson
1155,Lee
1156,Comdet
1157,Lovitt
1158,Goonan
1159,Messick
1160,Chandler
1161,Dent
1162,Mahlers2nd
1163,Grove
1164,Johnson
1165,Bukowsky
1166,Messick
1167,Chell
1168,Koenig
1169,Blankenship
1170,Chell
1171,Harp
1172,Agresti
1173,McKee
1174,Messick
1175,Shea
1176,Chell
1177,Kolln
1178,Kolln
1179,Chell
1180,Lovitt
1181,Kolln
1182,Chell
1183,Mark
1184,Wilson
1185,McKee
1186,Lovitt
1187,Hayes
1188,Auken
1189,Dent
1190,Lee
1191,Brown
1192,Comdet
1193,Morrison
1194,Hayes
1195,Goonan
1196,Lawyeraau
1197,Kolln
1198,Chell
1199,Mark
1200,Davisson
1201,Grove
1202,Mitchell
1203,Lawyeraau
1204,Messick
1205,Brody
1206,Dent
1207,Koenig
1208,Harp
1209,Johnson
1210,Dent
1211,Brody
1212,Chell
1213,Lee
1214,Engineer
1215,Brown
1216,Chell
1217,Mitchell
1218,Chell
1219,Peterson
1220,Riley
1221,Chachra
1222,Chell
1223,Lee
1224,Ashbacher
1225,Dent
1226,Goonan
1227,Vision
1228,Chell
1229,CFH
1230,Cholette
1231,Power
1232,Wilson
1233,Brown
1234,Lawyeraau
1235,Riley
1236,Sherwin
1237,Hayes
1238,Shea
1239,Wilson
1240,Chell
1241,Riley
1242,Taylor
1243,Mahlers2nd
1244,Lee
1245,Wilson
1246,Lee
1247,Chell
1248,Corn
1249,Lawyeraau
1250,Lawyeraau
1251,Janson
1252,Chandler
1253,Bukowsky
1254,Hayes
1255,Brody
1256,Dent
1257,Mitchell
1258,Chachra
1259,Johnson
1260,Corn
1261,Walters
1262,Johnson
1263,Lee
1264,Mahlers2nd
1265,McKee
1266,Chell
1267,Harp
1268,Johnson
1269,Chell
1270,Auken
1271,Dent
1272,Chell
1273,Auken
1274,Riley
1275,Morrison
1276,Wilson
1277,Messick
1278,Blankenship
1279,Vision
1280,Engineer
1281,Johnson
1282,Ashbacher
1283,McKee
1284,Chell
1285,Grove
1286,Engineer
1287,Hayes
1288,Vernon
1289,Davisson
1290,Power
1291,Grove
1292,Kolln
1293,Harp
1294,Brown
1295,Lee
1296,Lovitt
1297,Dent
1298,Shea
1299,Brown
1300,Dent
1301,Hayes
1302,Lee
1303,Dent
1304,Grove
1305,Koenig
1306,Cholette
1307,Chell
1308,Harp
1309,Hayes
1310,Chell
1311,Lawyeraau
1312,Chandler
1313,Lee
1314,Mahlers2nd
1315,Johnson
1316,Hayes
1317,CFH
1318,Brody
1319,Walters
1320,McKee
1321,Kolln
1322,Lawyeraau
1323,Johnson
1324,Wilson
1325,Chell
1326,Wilson
1327,Cutey
1328,Hayes
1329,Riley
1330,Auken
1331,McKee
1332,Chell
1333,Morrison
1334,Lovitt
1335,Wilson
1336,Koenig
1337,Wilson
1338,Riley
1339,Johnson
1340,Chachra
1341,Mahlers2nd
1342,Lawyeraau
1343,Harp
1344,Nigam
1345,Taylor
1346,Dent
1347,Chell
1348,Messick
1349,Walters
1350,Janson
1351,Agresti
1352,McKee
1353,Hayes
1354,Hayes
1355,Lee
1356,Mahlers2nd
1357,Mahlers2nd
1358,Brown
1359,Cutey
1360,Corn
1361,Lee
1362,Auken
1363,Corn
1364,Hayes
1365,McKee
1366,Lovitt
1367,Chell
1368,Chell
1369,Brown
1370,Riley
1371,Ashbacher
1372,Peterson
1373,Engineer
1374,Mark
1375,Hayes
1376,Cutey
1377,Chell
1378,Riley
1379,Cutey
1380,Harp
1381,Lovitt
1382,Ashbacher
1383,Chell
1384,Chandler
1385,Johnson
1386,Walters
1387,Chandler
1388,Brody
1389,Agresti
1390,Calvinnme
1391,Kolln
1392,Neal
1393,Power
1394,CFH
1395,Chachra
1396,Nigam
1397,Engineer
1398,Nigam
1399,Morrison
1400,Lovitt
1401,Wilson
1402,Hayes
1403,Mahlers2nd
1404,Comdet
1405,Power
1406,Auken
1407,Sherwin
1408,Brown
1409,Lee
1410,Corn
1411,Hayes
1412,McKee
1413,Mahlers2nd
1414,Chachra
1415,Wilson
1416,Chandler
1417,Harp
1418,CFH
1419,Calvinnme
1420,Auken
1421,Lovitt
1422,Lovitt
1423,Messick
1424,Corn
1425,Calvinnme
1426,Chell
1427,Lovitt
1428,Chell
1429,Wilson
1430,Grove
1431,Brody
1432,Chell
1433,Auken
1434,Corn
1435,Dent
1436,Cholette
1437,Vernon
1438,Mahlers2nd
1439,Mahlers2nd
1440,Brown
1441,Chell
1442,Dent
1443,Hayes
1444,Lee
1445,Kolln
1446,Davisson
1447,Corn
1448,Brody
1449,Engineer
1450,Wilson
1451,Kolln
1452,Hayes
1453,Goonan
1454,Blankenship
1455,Kolln
1456,Sherwin
1457,Riley
1458,Shea
1459,Grove
1460,CFH
1461,Lee
1462,Chell
1463,Hayes
1464,Brown
1465,Riley
1466,Chell
1467,Riley
1468,Grove
1469,Kolln
1470,Lawyeraau
1471,Bukowsky
1472,Riley
1473,Auken
1474,Hayes
1475,Hayes
1476,Taylor
1477,Nigam
1478,Chell
1479,Chandler
1480,Ashbacher
1481,Riley
1482,Chandler
1483,Hayes
1484,Taylor
1485,Grove
1486,Lawyeraau
1487,Chell
1488,Davisson
1489,Dent
1490,Hayes
1491,Corn
1492,Peterson
1493,Mahlers2nd
1494,Messick
1495,Bukowsky
1496,Lee
1497,Wilson
1498,Chell
1499,Auken
